Notes,County,County Code,Education,Education Code,Single/Multi Race 31,Single/Multi Race 31 Code,Cause of death,Cause of death Code,Sex,Sex Code,Deaths
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,Female,F,31
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,Male,M,29
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,Sequelae of other and unspecified cerebrovascular diseases,I69.8,Female,F,33
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,Sequelae of other and unspecified cerebrovascular diseases,I69.8,Male,M,17
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Peripheral vascular disease, unspecified",I73.9,Female,F,25
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Peripheral vascular disease, unspecified",I73.9,Male,M,21
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,115
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,92
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Emphysema, unspecified",J43.9,Female,F,24
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Emphysema, unspecified",J43.9,Male,M,17
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Female,F,39
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Male,M,36
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,Female,F,21
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,Male,M,16
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,273
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,204
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Female,F,99
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,89
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,Other interstitial pulmonary diseases with fibrosis,J84.1,Female,F,30
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,Other interstitial pulmonary diseases with fibrosis,J84.1,Male,M,32
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Female,F,28
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Male,M,18
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,Acute respiratory failure,J96.0,Female,F,21
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,Chronic respiratory failure,J96.1,Female,F,11
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,White (only),1,"Respiratory failure, unspecified",J96.9,Male,M,11
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,Black (only),2,Unspecified dementia,F03,Female,F,28
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,Black (only),2,Unspecified dementia,F03,Male,M,10
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,Black (only),2,"Alzheimer disease, unspecified",G30.9,Female,F,11
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,Black (only),2,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,11
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,Black (only),2,Atherosclerotic heart disease,I25.1,Female,F,14
NA,"Middlesex County, MA",25017,High school graduate or GED completed,3,Asian (only),4,Unspecified dementia,F03,Female,F,13
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,Male,M,11
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,24
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Female,F,138
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Male,M,62
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,Male,M,10
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Parkinson disease,G20,Female,F,16
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Parkinson disease,G20,Male,M,25
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,50
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,18
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Essential (primary) hypertension,I10,Female,F,17
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Essential (primary) hypertension,I10,Male,M,10
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Hypertensive heart disease with (congestive) heart failure,I11.0,Female,F,16
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,20
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,36
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,22
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,44
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,51
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,88
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Cardiomyopathy, unspecified",I42.9,Male,M,12
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Cardiac arrest, unspecified",I46.9,Male,M,10
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Atrial fibrillation and flutter,I48,Female,F,26
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Atrial fibrillation and flutter,I48,Male,M,13
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Congestive heart failure,I50.0,Female,F,41
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Congestive heart failure,I50.0,Male,M,18
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Heart failure, unspecified",I50.9,Female,F,22
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Heart failure, unspecified",I50.9,Male,M,12
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,17
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,13
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,25
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,18
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,32
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,26
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Pneumonitis due to food and vomit,J69.0,Female,F,18
NA,"Middlesex County, MA",25017,"Some college credit, but not a degree.",4,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,17
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Female,F,10
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Vascular dementia, unspecified",F01.9,Female,F,11
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Unspecified dementia,F03,Female,F,149
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Unspecified dementia,F03,Male,M,40
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Parkinson disease,G20,Female,F,16
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Parkinson disease,G20,Male,M,18
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,58
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,16
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Senile degeneration of brain, not elsewhere classified",G31.1,Female,F,10
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Essential (primary) hypertension,I10,Female,F,17
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,25
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,26
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,18
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,17
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,57
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,74
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Aortic (valve) stenosis,I35.0,Female,F,12
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Atrial fibrillation and flutter,I48,Female,F,25
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Atrial fibrillation and flutter,I48,Male,M,10
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Congestive heart failure,I50.0,Female,F,37
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Congestive heart failure,I50.0,Male,M,14
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Heart failure, unspecified",I50.9,Female,F,18
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,26
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,17
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,21
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,49
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,23
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,12
NA,"Middlesex County, MA",25017,"Associate degree (AA,AS)",5,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Female,F,11
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,Male,M,15
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Unspecified diabetes mellitus, with renal complications",E14.2,Male,M,10
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Female,F,15
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,25
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Metabolic disorder, unspecified",E88.9,Male,M,12
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Vascular dementia, unspecified",F01.9,Female,F,18
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Unspecified dementia,F03,Female,F,249
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Unspecified dementia,F03,Male,M,182
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,Male,M,11
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Motor neuron disease,G12.2,Female,F,13
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Motor neuron disease,G12.2,Male,M,15
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Parkinson disease,G20,Female,F,42
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Parkinson disease,G20,Male,M,61
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,102
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,52
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Senile degeneration of brain, not elsewhere classified",G31.1,Female,F,14
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Senile degeneration of brain, not elsewhere classified",G31.1,Male,M,10
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Other specified degenerative diseases of nervous system,G31.8,Male,M,13
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Essential (primary) hypertension,I10,Female,F,20
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Essential (primary) hypertension,I10,Male,M,18
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Hypertensive heart disease with (congestive) heart failure,I11.0,Female,F,14
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Hypertensive heart disease with (congestive) heart failure,I11.0,Male,M,14
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,11
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,16
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Hypertensive renal disease with renal failure,I12.0,Female,F,11
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,31
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,63
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,37
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,73
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,89
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,137
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Other secondary pulmonary hypertension,I27.2,Female,F,10
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Aortic (valve) stenosis,I35.0,Female,F,18
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Aortic (valve) stenosis,I35.0,Male,M,15
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Cardiomyopathy, unspecified",I42.9,Male,M,14
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Cardiac arrest, unspecified",I46.9,Female,F,10
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Cardiac arrest, unspecified",I46.9,Male,M,22
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Atrial fibrillation and flutter,I48,Female,F,33
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Atrial fibrillation and flutter,I48,Male,M,38
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Male,M,12
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Congestive heart failure,I50.0,Female,F,58
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Congestive heart failure,I50.0,Male,M,53
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Heart failure, unspecified",I50.9,Female,F,26
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Heart failure, unspecified",I50.9,Male,M,29
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Cerebral infarction, unspecified",I63.9,Male,M,11
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,42
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,29
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,22
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,34
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,52
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,39
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Pneumonitis due to food and vomit,J69.0,Female,F,21
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,40
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,Other interstitial pulmonary diseases with fibrosis,J84.1,Female,F,11
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Female,F,13
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Male,M,15
NA,"Middlesex County, MA",25017,"Bachelor?s degree (BA, AB, BS)",6,Asian (only),4,Atherosclerotic heart disease,I25.1,Male,M,11
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Female,F,10
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,15
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Vascular dementia, unspecified",F01.9,Female,F,10
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Vascular dementia, unspecified",F01.9,Male,M,13
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Unspecified dementia,F03,Female,F,147
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Unspecified dementia,F03,Male,M,102
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Motor neuron disease,G12.2,Female,F,19
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Parkinson disease,G20,Female,F,29
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Parkinson disease,G20,Male,M,64
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,69
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,36
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Other specified degenerative diseases of nervous system,G31.8,Male,M,10
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Multiple sclerosis,G35,Female,F,11
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Essential (primary) hypertension,I10,Female,F,16
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,23
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,34
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,19
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,33
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,51
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,100
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Aortic (valve) stenosis,I35.0,Male,M,13
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Cardiac arrest, unspecified",I46.9,Male,M,10
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Atrial fibrillation and flutter,I48,Female,F,24
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Atrial fibrillation and flutter,I48,Male,M,16
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Congestive heart failure,I50.0,Female,F,38
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Congestive heart failure,I50.0,Male,M,37
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Heart failure, unspecified",I50.9,Female,F,10
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Heart failure, unspecified",I50.9,Male,M,17
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,18
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,19
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,17
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,23
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,26
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,22
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Pneumonitis due to food and vomit,J69.0,Female,F,12
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,30
NA,"Middlesex County, MA",25017,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,White (only),1,Other interstitial pulmonary diseases with fibrosis,J84.1,Male,M,14
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Organ-limited amyloidosis,E85.4,Male,M,10
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Unspecified dementia,F03,Female,F,30
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Unspecified dementia,F03,Male,M,66
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,Parkinson disease,G20,Male,M,58
NA,"Middlesex County, MA",25017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,17
