Notes,County,County Code,Cause of death,Cause of death Code,Year,Year Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Sex,Sex Code,Deaths
NA,"Middlesex County, MA",25017,"Acute myocardial infarction, unspecified",I21.9,2023,2023,85+ years,85+,Male,M,28
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,45-54 years,45-54,Male,M,18
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,55-64 years,55-64,Female,F,11
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,55-64 years,55-64,Male,M,33
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,65-74 years,65-74,Female,F,16
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,65-74 years,65-74,Male,M,49
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,75-84 years,75-84,Female,F,26
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,75-84 years,75-84,Male,M,25
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,85+ years,85+,Female,F,22
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,85+ years,85+,Male,M,18
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,35-44 years,35-44,Male,M,10
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,45-54 years,45-54,Male,M,13
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,55-64 years,55-64,Female,F,15
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,55-64 years,55-64,Male,M,41
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,65-74 years,65-74,Female,F,16
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,65-74 years,65-74,Male,M,40
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,75-84 years,75-84,Female,F,17
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,75-84 years,75-84,Male,M,31
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,85+ years,85+,Female,F,25
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,85+ years,85+,Male,M,16
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,35-44 years,35-44,Male,M,12
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,45-54 years,45-54,Male,M,20
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,55-64 years,55-64,Female,F,11
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,55-64 years,55-64,Male,M,28
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,65-74 years,65-74,Female,F,20
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,65-74 years,65-74,Male,M,33
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,75-84 years,75-84,Female,F,24
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,75-84 years,75-84,Male,M,36
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,85+ years,85+,Female,F,23
NA,"Middlesex County, MA",25017,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,85+ years,85+,Male,M,11
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2021,2021,55-64 years,55-64,Male,M,24
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2021,2021,65-74 years,65-74,Female,F,29
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2021,2021,65-74 years,65-74,Male,M,53
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Female,F,59
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Male,M,92
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Female,F,151
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Male,M,168
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2022,2022,55-64 years,55-64,Male,M,21
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2022,2022,65-74 years,65-74,Female,F,25
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2022,2022,65-74 years,65-74,Male,M,43
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2022,2022,75-84 years,75-84,Female,F,55
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2022,2022,75-84 years,75-84,Male,M,92
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Female,F,186
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Male,M,135
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2023,2023,55-64 years,55-64,Male,M,19
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2023,2023,65-74 years,65-74,Female,F,21
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2023,2023,65-74 years,65-74,Male,M,64
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Female,F,51
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Male,M,95
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Female,F,139
NA,"Middlesex County, MA",25017,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Male,M,141
NA,"Middlesex County, MA",25017,Ischaemic cardiomyopathy,I25.5,2021,2021,85+ years,85+,Female,F,11
NA,"Middlesex County, MA",25017,Ischaemic cardiomyopathy,I25.5,2022,2022,85+ years,85+,Male,M,10
NA,"Middlesex County, MA",25017,Pulmonary embolism without mention of acute cor pulmonale,I26.9,2021,2021,85+ years,85+,Female,F,10
NA,"Middlesex County, MA",25017,Other secondary pulmonary hypertension,I27.2,2021,2021,75-84 years,75-84,Female,F,10
NA,"Middlesex County, MA",25017,Other secondary pulmonary hypertension,I27.2,2021,2021,85+ years,85+,Female,F,13
NA,"Middlesex County, MA",25017,Other secondary pulmonary hypertension,I27.2,2022,2022,85+ years,85+,Female,F,14
NA,"Middlesex County, MA",25017,Other secondary pulmonary hypertension,I27.2,2023,2023,85+ years,85+,Female,F,10
NA,"Middlesex County, MA",25017,Mitral (valve) insufficiency,I34.0,2022,2022,85+ years,85+,Female,F,10
NA,"Middlesex County, MA",25017,Aortic (valve) stenosis,I35.0,2021,2021,85+ years,85+,Female,F,42
NA,"Middlesex County, MA",25017,Aortic (valve) stenosis,I35.0,2021,2021,85+ years,85+,Male,M,17
NA,"Middlesex County, MA",25017,Aortic (valve) stenosis,I35.0,2022,2022,85+ years,85+,Female,F,43
NA,"Middlesex County, MA",25017,Aortic (valve) stenosis,I35.0,2022,2022,85+ years,85+,Male,M,17
NA,"Middlesex County, MA",25017,Aortic (valve) stenosis,I35.0,2023,2023,85+ years,85+,Female,F,33
NA,"Middlesex County, MA",25017,Aortic (valve) stenosis,I35.0,2023,2023,85+ years,85+,Male,M,25
NA,"Middlesex County, MA",25017,"Cardiomyopathy, unspecified",I42.9,2021,2021,85+ years,85+,Female,F,12
NA,"Middlesex County, MA",25017,"Cardiomyopathy, unspecified",I42.9,2022,2022,85+ years,85+,Female,F,11
NA,"Middlesex County, MA",25017,"Cardiomyopathy, unspecified",I42.9,2022,2022,85+ years,85+,Male,M,11
NA,"Middlesex County, MA",25017,"Cardiomyopathy, unspecified",I42.9,2023,2023,75-84 years,75-84,Male,M,11
NA,"Middlesex County, MA",25017,"Cardiomyopathy, unspecified",I42.9,2023,2023,85+ years,85+,Female,F,11
NA,"Middlesex County, MA",25017,"Cardiomyopathy, unspecified",I42.9,2023,2023,85+ years,85+,Male,M,13
NA,"Middlesex County, MA",25017,"Cardiac arrest, unspecified",I46.9,2021,2021,85+ years,85+,Female,F,10
NA,"Middlesex County, MA",25017,"Cardiac arrest, unspecified",I46.9,2022,2022,55-64 years,55-64,Male,M,10
NA,"Middlesex County, MA",25017,"Cardiac arrest, unspecified",I46.9,2022,2022,65-74 years,65-74,Male,M,13
NA,"Middlesex County, MA",25017,"Cardiac arrest, unspecified",I46.9,2022,2022,75-84 years,75-84,Female,F,16
NA,"Middlesex County, MA",25017,"Cardiac arrest, unspecified",I46.9,2022,2022,85+ years,85+,Female,F,16
NA,"Middlesex County, MA",25017,"Cardiac arrest, unspecified",I46.9,2022,2022,85+ years,85+,Male,M,10
NA,"Middlesex County, MA",25017,"Cardiac arrest, unspecified",I46.9,2023,2023,75-84 years,75-84,Male,M,12
NA,"Middlesex County, MA",25017,"Cardiac arrest, unspecified",I46.9,2023,2023,85+ years,85+,Male,M,15
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2021,2021,75-84 years,75-84,Female,F,21
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2021,2021,75-84 years,75-84,Male,M,16
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Female,F,57
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Male,M,39
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2022,2022,75-84 years,75-84,Female,F,20
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2022,2022,75-84 years,75-84,Male,M,12
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Female,F,79
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Male,M,32
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2023,2023,65-74 years,65-74,Male,M,14
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2023,2023,75-84 years,75-84,Female,F,20
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2023,2023,75-84 years,75-84,Male,M,16
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2023,2023,85+ years,85+,Female,F,72
NA,"Middlesex County, MA",25017,Atrial fibrillation and flutter,I48,2023,2023,85+ years,85+,Male,M,41
NA,"Middlesex County, MA",25017,"Cardiac arrhythmia, unspecified",I49.9,2022,2022,85+ years,85+,Male,M,10
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2021,2021,65-74 years,65-74,Female,F,13
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2021,2021,75-84 years,75-84,Female,F,34
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2021,2021,75-84 years,75-84,Male,M,20
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Female,F,112
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Male,M,67
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2022,2022,65-74 years,65-74,Male,M,13
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2022,2022,75-84 years,75-84,Female,F,25
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2022,2022,75-84 years,75-84,Male,M,27
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Female,F,131
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Male,M,63
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2023,2023,65-74 years,65-74,Male,M,17
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2023,2023,75-84 years,75-84,Female,F,22
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2023,2023,75-84 years,75-84,Male,M,27
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Female,F,123
NA,"Middlesex County, MA",25017,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Male,M,60
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2021,2021,75-84 years,75-84,Female,F,18
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2021,2021,75-84 years,75-84,Male,M,12
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2021,2021,85+ years,85+,Female,F,58
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2021,2021,85+ years,85+,Male,M,21
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2022,2022,65-74 years,65-74,Male,M,10
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2022,2022,75-84 years,75-84,Female,F,11
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2022,2022,75-84 years,75-84,Male,M,14
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2022,2022,85+ years,85+,Female,F,54
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2022,2022,85+ years,85+,Male,M,28
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2023,2023,75-84 years,75-84,Female,F,15
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2023,2023,75-84 years,75-84,Male,M,23
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2023,2023,85+ years,85+,Female,F,46
NA,"Middlesex County, MA",25017,"Heart failure, unspecified",I50.9,2023,2023,85+ years,85+,Male,M,21
NA,"Middlesex County, MA",25017,"Cardiovascular disease, unspecified",I51.6,2022,2022,85+ years,85+,Female,F,11
NA,"Middlesex County, MA",25017,"Heart disease, unspecified",I51.9,2021,2021,85+ years,85+,Female,F,12
NA,"Middlesex County, MA",25017,"Heart disease, unspecified",I51.9,2022,2022,85+ years,85+,Female,F,13
NA,"Middlesex County, MA",25017,"Intracerebral haemorrhage, unspecified",I61.9,2022,2022,85+ years,85+,Female,F,10
NA,"Middlesex County, MA",25017,"Intracerebral haemorrhage, unspecified",I61.9,2023,2023,75-84 years,75-84,Female,F,10
NA,"Middlesex County, MA",25017,"Intracerebral haemorrhage, unspecified",I61.9,2023,2023,85+ years,85+,Female,F,13
NA,"Middlesex County, MA",25017,"Cerebral infarction, unspecified",I63.9,2022,2022,85+ years,85+,Female,F,23
NA,"Middlesex County, MA",25017,"Cerebral infarction, unspecified",I63.9,2023,2023,75-84 years,75-84,Male,M,11
NA,"Middlesex County, MA",25017,"Cerebral infarction, unspecified",I63.9,2023,2023,85+ years,85+,Female,F,11
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,75-84 years,75-84,Female,F,13
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,75-84 years,75-84,Male,M,16
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,85+ years,85+,Female,F,74
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,85+ years,85+,Male,M,26
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,65-74 years,65-74,Female,F,10
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,75-84 years,75-84,Female,F,17
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,75-84 years,75-84,Male,M,17
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Female,F,72
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Male,M,39
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,65-74 years,65-74,Female,F,14
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,75-84 years,75-84,Female,F,17
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,75-84 years,75-84,Male,M,12
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,85+ years,85+,Female,F,62
NA,"Middlesex County, MA",25017,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,85+ years,85+,Male,M,31
NA,"Middlesex County, MA",25017,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,2021,2021,75-84 years,75-84,Female,F,10
NA,"Middlesex County, MA",25017,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,2021,2021,85+ years,85+,Female,F,15
NA,"Middlesex County, MA",25017,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,2022,2022,85+ years,85+,Female,F,10
NA,"Middlesex County, MA",25017,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,2023,2023,85+ years,85+,Female,F,10
NA,"Middlesex County, MA",25017,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,2023,2023,85+ years,85+,Male,M,14
NA,"Middlesex County, MA",25017,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2021,2021,85+ years,85+,Female,F,14
NA,"Middlesex County, MA",25017,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2022,2022,85+ years,85+,Female,F,20
NA,"Middlesex County, MA",25017,Sequelae of other and unspecified cerebrovascular diseases,I69.8,2022,2022,85+ years,85+,Male,M,10
NA,"Middlesex County, MA",25017,"Peripheral vascular disease, unspecified",I73.9,2023,2023,85+ years,85+,Female,F,10
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2021,2021,75-84 years,75-84,Female,F,21
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2021,2021,75-84 years,75-84,Male,M,17
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2021,2021,85+ years,85+,Female,F,43
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2021,2021,85+ years,85+,Male,M,35
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2022,2022,65-74 years,65-74,Female,F,11
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2022,2022,65-74 years,65-74,Male,M,10
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2022,2022,75-84 years,75-84,Female,F,25
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2022,2022,75-84 years,75-84,Male,M,29
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2022,2022,85+ years,85+,Female,F,39
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2022,2022,85+ years,85+,Male,M,41
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2023,2023,65-74 years,65-74,Male,M,14
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2023,2023,75-84 years,75-84,Female,F,23
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2023,2023,75-84 years,75-84,Male,M,28
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2023,2023,85+ years,85+,Female,F,52
NA,"Middlesex County, MA",25017,"Pneumonia, unspecified",J18.9,2023,2023,85+ years,85+,Male,M,29
NA,"Middlesex County, MA",25017,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,2022,2022,75-84 years,75-84,Female,F,10
NA,"Middlesex County, MA",25017,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,2022,2022,75-84 years,75-84,Male,M,12
NA,"Middlesex County, MA",25017,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,2022,2022,85+ years,85+,Male,M,11
NA,"Middlesex County, MA",25017,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,2023,2023,85+ years,85+,Female,F,11
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,65-74 years,65-74,Female,F,40
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,65-74 years,65-74,Male,M,31
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,75-84 years,75-84,Female,F,75
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,75-84 years,75-84,Male,M,59
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,85+ years,85+,Female,F,57
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,85+ years,85+,Male,M,38
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,55-64 years,55-64,Female,F,12
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,55-64 years,55-64,Male,M,10
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,65-74 years,65-74,Female,F,29
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,65-74 years,65-74,Male,M,34
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,75-84 years,75-84,Female,F,51
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,75-84 years,75-84,Male,M,39
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,85+ years,85+,Female,F,54
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,85+ years,85+,Male,M,43
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,55-64 years,55-64,Male,M,13
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,65-74 years,65-74,Female,F,36
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,65-74 years,65-74,Male,M,34
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,75-84 years,75-84,Female,F,53
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,75-84 years,75-84,Male,M,36
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,85+ years,85+,Female,F,73
NA,"Middlesex County, MA",25017,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,85+ years,85+,Male,M,27
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2021,2021,65-74 years,65-74,Male,M,10
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2021,2021,75-84 years,75-84,Male,M,21
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2021,2021,85+ years,85+,Female,F,25
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2021,2021,85+ years,85+,Male,M,31
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2022,2022,65-74 years,65-74,Male,M,12
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2022,2022,75-84 years,75-84,Female,F,13
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2022,2022,75-84 years,75-84,Male,M,22
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2022,2022,85+ years,85+,Female,F,43
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2022,2022,85+ years,85+,Male,M,50
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2023,2023,65-74 years,65-74,Female,F,11
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2023,2023,65-74 years,65-74,Male,M,10
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2023,2023,75-84 years,75-84,Female,F,15
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2023,2023,75-84 years,75-84,Male,M,25
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2023,2023,85+ years,85+,Female,F,40
NA,"Middlesex County, MA",25017,Pneumonitis due to food and vomit,J69.0,2023,2023,85+ years,85+,Male,M,41
NA,"Middlesex County, MA",25017,Other interstitial pulmonary diseases with fibrosis,J84.1,2021,2021,75-84 years,75-84,Male,M,10
NA,"Middlesex County, MA",25017,Other interstitial pulmonary diseases with fibrosis,J84.1,2021,2021,85+ years,85+,Female,F,11
NA,"Middlesex County, MA",25017,Other interstitial pulmonary diseases with fibrosis,J84.1,2022,2022,75-84 years,75-84,Female,F,15
NA,"Middlesex County, MA",25017,Other interstitial pulmonary diseases with fibrosis,J84.1,2022,2022,75-84 years,75-84,Male,M,11
NA,"Middlesex County, MA",25017,Other interstitial pulmonary diseases with fibrosis,J84.1,2022,2022,85+ years,85+,Female,F,12
NA,"Middlesex County, MA",25017,Other interstitial pulmonary diseases with fibrosis,J84.1,2023,2023,75-84 years,75-84,Male,M,16
NA,"Middlesex County, MA",25017,Other interstitial pulmonary diseases with fibrosis,J84.1,2023,2023,85+ years,85+,Female,F,10
NA,"Middlesex County, MA",25017,"Interstitial pulmonary disease, unspecified",J84.9,2022,2022,75-84 years,75-84,Female,F,12
NA,"Middlesex County, MA",25017,"Interstitial pulmonary disease, unspecified",J84.9,2023,2023,75-84 years,75-84,Female,F,10
NA,"Middlesex County, MA",25017,"Interstitial pulmonary disease, unspecified",J84.9,2023,2023,75-84 years,75-84,Male,M,16
NA,"Middlesex County, MA",25017,"Interstitial pulmonary disease, unspecified",J84.9,2023,2023,85+ years,85+,Female,F,13
NA,"Middlesex County, MA",25017,Acute respiratory failure,J96.0,2023,2023,85+ years,85+,Female,F,10
NA,"Norfolk County, MA",25021,"Unspecified diabetes mellitus, with renal complications",E14.2,2023,2023,75-84 years,75-84,Female,F,10
NA,"Norfolk County, MA",25021,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,75-84 years,75-84,Male,M,11
NA,"Norfolk County, MA",25021,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,85+ years,85+,Female,F,14
NA,"Norfolk County, MA",25021,"Unspecified diabetes mellitus, without complications",E14.9,2023,2023,65-74 years,65-74,Male,M,13
NA,"Norfolk County, MA",25021,"Unspecified diabetes mellitus, without complications",E14.9,2023,2023,75-84 years,75-84,Female,F,10
NA,"Norfolk County, MA",25021,"Vascular dementia, unspecified",F01.9,2021,2021,85+ years,85+,Female,F,16
NA,"Norfolk County, MA",25021,"Vascular dementia, unspecified",F01.9,2022,2022,85+ years,85+,Female,F,19
NA,"Norfolk County, MA",25021,"Vascular dementia, unspecified",F01.9,2023,2023,75-84 years,75-84,Female,F,10
NA,"Norfolk County, MA",25021,"Vascular dementia, unspecified",F01.9,2023,2023,85+ years,85+,Female,F,25
