Notes	County	County Code	Cause of death	Cause of death Code	Year	Year Code	Ten-Year Age Groups	Ten-Year Age Groups Code	Sex	Sex Code	Deaths
	"Middlesex County, MA"	25017	Aortic (valve) stenosis	I35.0	2021	2021	85+ years	85+	Male	M	17
	"Middlesex County, MA"	25017	Aortic (valve) stenosis	I35.0	2022	2022	85+ years	85+	Female	F	43
	"Middlesex County, MA"	25017	Aortic (valve) stenosis	I35.0	2022	2022	85+ years	85+	Male	M	17
	"Middlesex County, MA"	25017	Aortic (valve) stenosis	I35.0	2023	2023	85+ years	85+	Female	F	33
	"Middlesex County, MA"	25017	Aortic (valve) stenosis	I35.0	2023	2023	85+ years	85+	Male	M	25
	"Middlesex County, MA"	25017	"Cardiomyopathy, unspecified"	I42.9	2021	2021	85+ years	85+	Female	F	12
	"Middlesex County, MA"	25017	"Cardiomyopathy, unspecified"	I42.9	2022	2022	85+ years	85+	Female	F	11
	"Middlesex County, MA"	25017	"Cardiomyopathy, unspecified"	I42.9	2022	2022	85+ years	85+	Male	M	11
	"Middlesex County, MA"	25017	"Cardiomyopathy, unspecified"	I42.9	2023	2023	75-84 years	75-84	Male	M	11
	"Middlesex County, MA"	25017	"Cardiomyopathy, unspecified"	I42.9	2023	2023	85+ years	85+	Female	F	11
	"Middlesex County, MA"	25017	"Cardiomyopathy, unspecified"	I42.9	2023	2023	85+ years	85+	Male	M	13
	"Middlesex County, MA"	25017	"Cardiac arrest, unspecified"	I46.9	2021	2021	85+ years	85+	Female	F	10
	"Middlesex County, MA"	25017	"Cardiac arrest, unspecified"	I46.9	2022	2022	55-64 years	55-64	Male	M	10
	"Middlesex County, MA"	25017	"Cardiac arrest, unspecified"	I46.9	2022	2022	65-74 years	65-74	Male	M	13
	"Middlesex County, MA"	25017	"Cardiac arrest, unspecified"	I46.9	2022	2022	75-84 years	75-84	Female	F	16
	"Middlesex County, MA"	25017	"Cardiac arrest, unspecified"	I46.9	2022	2022	85+ years	85+	Female	F	16
	"Middlesex County, MA"	25017	"Cardiac arrest, unspecified"	I46.9	2022	2022	85+ years	85+	Male	M	10
	"Middlesex County, MA"	25017	"Cardiac arrest, unspecified"	I46.9	2023	2023	75-84 years	75-84	Male	M	12
	"Middlesex County, MA"	25017	"Cardiac arrest, unspecified"	I46.9	2023	2023	85+ years	85+	Male	M	15
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2021	2021	75-84 years	75-84	Female	F	21
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2021	2021	75-84 years	75-84	Male	M	16
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2021	2021	85+ years	85+	Female	F	57
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2021	2021	85+ years	85+	Male	M	39
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2022	2022	75-84 years	75-84	Female	F	20
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2022	2022	75-84 years	75-84	Male	M	12
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2022	2022	85+ years	85+	Female	F	79
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2022	2022	85+ years	85+	Male	M	32
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2023	2023	65-74 years	65-74	Male	M	14
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2023	2023	75-84 years	75-84	Female	F	20
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2023	2023	75-84 years	75-84	Male	M	16
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2023	2023	85+ years	85+	Female	F	72
	"Middlesex County, MA"	25017	Atrial fibrillation and flutter	I48	2023	2023	85+ years	85+	Male	M	41
	"Middlesex County, MA"	25017	"Cardiac arrhythmia, unspecified"	I49.9	2022	2022	85+ years	85+	Male	M	10
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2021	2021	65-74 years	65-74	Female	F	13
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2021	2021	75-84 years	75-84	Female	F	34
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2021	2021	75-84 years	75-84	Male	M	20
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2021	2021	85+ years	85+	Female	F	112
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2021	2021	85+ years	85+	Male	M	67
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2022	2022	65-74 years	65-74	Male	M	13
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2022	2022	75-84 years	75-84	Female	F	25
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2022	2022	75-84 years	75-84	Male	M	27
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2022	2022	85+ years	85+	Female	F	131
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2022	2022	85+ years	85+	Male	M	63
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2023	2023	65-74 years	65-74	Male	M	17
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2023	2023	75-84 years	75-84	Female	F	22
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2023	2023	75-84 years	75-84	Male	M	27
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2023	2023	85+ years	85+	Female	F	123
	"Middlesex County, MA"	25017	Congestive heart failure	I50.0	2023	2023	85+ years	85+	Male	M	60
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2021	2021	75-84 years	75-84	Female	F	18
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2021	2021	75-84 years	75-84	Male	M	12
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2021	2021	85+ years	85+	Female	F	58
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2021	2021	85+ years	85+	Male	M	21
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2022	2022	65-74 years	65-74	Male	M	10
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2022	2022	75-84 years	75-84	Female	F	11
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2022	2022	75-84 years	75-84	Male	M	14
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2022	2022	85+ years	85+	Female	F	54
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2022	2022	85+ years	85+	Male	M	28
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2023	2023	75-84 years	75-84	Female	F	15
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2023	2023	75-84 years	75-84	Male	M	23
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2023	2023	85+ years	85+	Female	F	46
	"Middlesex County, MA"	25017	"Heart failure, unspecified"	I50.9	2023	2023	85+ years	85+	Male	M	21
	"Middlesex County, MA"	25017	"Cardiovascular disease, unspecified"	I51.6	2022	2022	85+ years	85+	Female	F	11
	"Middlesex County, MA"	25017	"Heart disease, unspecified"	I51.9	2021	2021	85+ years	85+	Female	F	12
	"Middlesex County, MA"	25017	"Heart disease, unspecified"	I51.9	2022	2022	85+ years	85+	Female	F	13
	"Middlesex County, MA"	25017	"Intracerebral haemorrhage, unspecified"	I61.9	2022	2022	85+ years	85+	Female	F	10
	"Middlesex County, MA"	25017	"Intracerebral haemorrhage, unspecified"	I61.9	2023	2023	75-84 years	75-84	Female	F	10
	"Middlesex County, MA"	25017	"Intracerebral haemorrhage, unspecified"	I61.9	2023	2023	85+ years	85+	Female	F	13
	"Middlesex County, MA"	25017	"Cerebral infarction, unspecified"	I63.9	2022	2022	85+ years	85+	Female	F	23
	"Middlesex County, MA"	25017	"Cerebral infarction, unspecified"	I63.9	2023	2023	75-84 years	75-84	Male	M	11
	"Middlesex County, MA"	25017	"Cerebral infarction, unspecified"	I63.9	2023	2023	85+ years	85+	Female	F	11
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2021	2021	75-84 years	75-84	Female	F	13
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2021	2021	75-84 years	75-84	Male	M	16
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2021	2021	85+ years	85+	Female	F	74
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2021	2021	85+ years	85+	Male	M	26
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2022	2022	65-74 years	65-74	Female	F	10
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2022	2022	75-84 years	75-84	Female	F	17
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2022	2022	75-84 years	75-84	Male	M	17
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2022	2022	85+ years	85+	Female	F	72
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2022	2022	85+ years	85+	Male	M	39
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2023	2023	65-74 years	65-74	Female	F	14
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2023	2023	75-84 years	75-84	Female	F	17
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2023	2023	75-84 years	75-84	Male	M	12
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2023	2023	85+ years	85+	Female	F	62
	"Middlesex County, MA"	25017	"Stroke, not specified as haemorrhage or infarction"	I64	2023	2023	85+ years	85+	Male	M	31
	"Middlesex County, MA"	25017	"Sequelae of stroke, not specified as haemorrhage or infarction"	I69.4	2021	2021	75-84 years	75-84	Female	F	10
	"Middlesex County, MA"	25017	"Sequelae of stroke, not specified as haemorrhage or infarction"	I69.4	2021	2021	85+ years	85+	Female	F	15
	"Middlesex County, MA"	25017	"Sequelae of stroke, not specified as haemorrhage or infarction"	I69.4	2022	2022	85+ years	85+	Female	F	10
	"Middlesex County, MA"	25017	"Sequelae of stroke, not specified as haemorrhage or infarction"	I69.4	2023	2023	85+ years	85+	Female	F	10
	"Middlesex County, MA"	25017	"Sequelae of stroke, not specified as haemorrhage or infarction"	I69.4	2023	2023	85+ years	85+	Male	M	14
	"Middlesex County, MA"	25017	Sequelae of other and unspecified cerebrovascular diseases	I69.8	2021	2021	85+ years	85+	Female	F	14
	"Middlesex County, MA"	25017	Sequelae of other and unspecified cerebrovascular diseases	I69.8	2022	2022	85+ years	85+	Female	F	20
	"Middlesex County, MA"	25017	Sequelae of other and unspecified cerebrovascular diseases	I69.8	2022	2022	85+ years	85+	Male	M	10
	"Middlesex County, MA"	25017	"Peripheral vascular disease, unspecified"	I73.9	2023	2023	85+ years	85+	Female	F	10
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2021	2021	75-84 years	75-84	Female	F	21
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2021	2021	75-84 years	75-84	Male	M	17
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2021	2021	85+ years	85+	Female	F	43
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2021	2021	85+ years	85+	Male	M	35
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2022	2022	65-74 years	65-74	Female	F	11
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2022	2022	65-74 years	65-74	Male	M	10
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2022	2022	75-84 years	75-84	Female	F	25
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2022	2022	75-84 years	75-84	Male	M	29
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2022	2022	85+ years	85+	Female	F	39
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2022	2022	85+ years	85+	Male	M	41
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2023	2023	65-74 years	65-74	Male	M	14
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2023	2023	75-84 years	75-84	Female	F	23
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2023	2023	75-84 years	75-84	Male	M	28
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2023	2023	85+ years	85+	Female	F	52
	"Middlesex County, MA"	25017	"Pneumonia, unspecified"	J18.9	2023	2023	85+ years	85+	Male	M	29
	"Middlesex County, MA"	25017	Chronic obstructive pulmonary disease with acute lower respiratory infection	J44.0	2022	2022	75-84 years	75-84	Female	F	10
	"Middlesex County, MA"	25017	Chronic obstructive pulmonary disease with acute lower respiratory infection	J44.0	2022	2022	75-84 years	75-84	Male	M	12
	"Middlesex County, MA"	25017	Chronic obstructive pulmonary disease with acute lower respiratory infection	J44.0	2022	2022	85+ years	85+	Male	M	11
	"Middlesex County, MA"	25017	Chronic obstructive pulmonary disease with acute lower respiratory infection	J44.0	2023	2023	85+ years	85+	Female	F	11
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	65-74 years	65-74	Female	F	40
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	65-74 years	65-74	Male	M	31
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	75-84 years	75-84	Female	F	75
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	75-84 years	75-84	Male	M	59
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	85+ years	85+	Female	F	57
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	85+ years	85+	Male	M	38
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	55-64 years	55-64	Female	F	12
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	55-64 years	55-64	Male	M	10
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	65-74 years	65-74	Female	F	29
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	65-74 years	65-74	Male	M	34
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	75-84 years	75-84	Female	F	51
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	75-84 years	75-84	Male	M	39
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	85+ years	85+	Female	F	54
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	85+ years	85+	Male	M	43
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	55-64 years	55-64	Male	M	13
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	65-74 years	65-74	Female	F	36
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	65-74 years	65-74	Male	M	34
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	75-84 years	75-84	Female	F	53
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	75-84 years	75-84	Male	M	36
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	85+ years	85+	Female	F	73
	"Middlesex County, MA"	25017	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	85+ years	85+	Male	M	27
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2021	2021	65-74 years	65-74	Male	M	10
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2021	2021	75-84 years	75-84	Male	M	21
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2021	2021	85+ years	85+	Female	F	25
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2021	2021	85+ years	85+	Male	M	31
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2022	2022	65-74 years	65-74	Male	M	12
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2022	2022	75-84 years	75-84	Female	F	13
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2022	2022	75-84 years	75-84	Male	M	22
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2022	2022	85+ years	85+	Female	F	43
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2022	2022	85+ years	85+	Male	M	50
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2023	2023	65-74 years	65-74	Female	F	11
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2023	2023	65-74 years	65-74	Male	M	10
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2023	2023	75-84 years	75-84	Female	F	15
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2023	2023	75-84 years	75-84	Male	M	25
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2023	2023	85+ years	85+	Female	F	40
	"Middlesex County, MA"	25017	Pneumonitis due to food and vomit	J69.0	2023	2023	85+ years	85+	Male	M	41
	"Middlesex County, MA"	25017	Other interstitial pulmonary diseases with fibrosis	J84.1	2021	2021	75-84 years	75-84	Male	M	10
	"Middlesex County, MA"	25017	Other interstitial pulmonary diseases with fibrosis	J84.1	2021	2021	85+ years	85+	Female	F	11
	"Middlesex County, MA"	25017	Other interstitial pulmonary diseases with fibrosis	J84.1	2022	2022	75-84 years	75-84	Female	F	15
	"Middlesex County, MA"	25017	Other interstitial pulmonary diseases with fibrosis	J84.1	2022	2022	75-84 years	75-84	Male	M	11
	"Middlesex County, MA"	25017	Other interstitial pulmonary diseases with fibrosis	J84.1	2022	2022	85+ years	85+	Female	F	12
	"Middlesex County, MA"	25017	Other interstitial pulmonary diseases with fibrosis	J84.1	2023	2023	75-84 years	75-84	Male	M	16
	"Middlesex County, MA"	25017	Other interstitial pulmonary diseases with fibrosis	J84.1	2023	2023	85+ years	85+	Female	F	10
	"Middlesex County, MA"	25017	"Interstitial pulmonary disease, unspecified"	J84.9	2022	2022	75-84 years	75-84	Female	F	12
	"Middlesex County, MA"	25017	"Interstitial pulmonary disease, unspecified"	J84.9	2023	2023	75-84 years	75-84	Female	F	10
	"Middlesex County, MA"	25017	"Interstitial pulmonary disease, unspecified"	J84.9	2023	2023	75-84 years	75-84	Male	M	16
	"Middlesex County, MA"	25017	"Interstitial pulmonary disease, unspecified"	J84.9	2023	2023	85+ years	85+	Female	F	13
	"Middlesex County, MA"	25017	Acute respiratory failure	J96.0	2023	2023	85+ years	85+	Female	F	10
	"Norfolk County, MA"	25021	"Unspecified diabetes mellitus, with renal complications"	E14.2	2023	2023	75-84 years	75-84	Female	F	10
	"Norfolk County, MA"	25021	"Unspecified diabetes mellitus, without complications"	E14.9	2022	2022	75-84 years	75-84	Male	M	11
	"Norfolk County, MA"	25021	"Unspecified diabetes mellitus, without complications"	E14.9	2022	2022	85+ years	85+	Female	F	14
	"Norfolk County, MA"	25021	"Unspecified diabetes mellitus, without complications"	E14.9	2023	2023	65-74 years	65-74	Male	M	13
	"Norfolk County, MA"	25021	"Unspecified diabetes mellitus, without complications"	E14.9	2023	2023	75-84 years	75-84	Female	F	10
	"Norfolk County, MA"	25021	"Vascular dementia, unspecified"	F01.9	2021	2021	85+ years	85+	Female	F	16
	"Norfolk County, MA"	25021	"Vascular dementia, unspecified"	F01.9	2022	2022	85+ years	85+	Female	F	19
	"Norfolk County, MA"	25021	"Vascular dementia, unspecified"	F01.9	2023	2023	75-84 years	75-84	Female	F	10
	"Norfolk County, MA"	25021	"Vascular dementia, unspecified"	F01.9	2023	2023	85+ years	85+	Female	F	25
	"Norfolk County, MA"	25021	"Vascular dementia, unspecified"	F01.9	2023	2023	85+ years	85+	Male	M	12
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2021	2021	65-74 years	65-74	Female	F	10
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2021	2021	65-74 years	65-74	Male	M	15
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2021	2021	75-84 years	75-84	Female	F	58
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2021	2021	75-84 years	75-84	Male	M	43
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2021	2021	85+ years	85+	Female	F	233
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2021	2021	85+ years	85+	Male	M	86
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2022	2022	65-74 years	65-74	Female	F	11
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2022	2022	65-74 years	65-74	Male	M	13
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2022	2022	75-84 years	75-84	Female	F	72
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2022	2022	75-84 years	75-84	Male	M	50
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2022	2022	85+ years	85+	Female	F	247
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2022	2022	85+ years	85+	Male	M	99
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2023	2023	65-74 years	65-74	Female	F	14
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2023	2023	65-74 years	65-74	Male	M	12
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2023	2023	75-84 years	75-84	Female	F	77
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2023	2023	75-84 years	75-84	Male	M	45
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2023	2023	85+ years	85+	Female	F	265
	"Norfolk County, MA"	25021	Unspecified dementia	F03	2023	2023	85+ years	85+	Male	M	89
	"Norfolk County, MA"	25021	Parkinson disease	G20	2021	2021	75-84 years	75-84	Female	F	19
	"Norfolk County, MA"	25021	Parkinson disease	G20	2021	2021	75-84 years	75-84	Male	M	23
	"Norfolk County, MA"	25021	Parkinson disease	G20	2021	2021	85+ years	85+	Female	F	11
	"Norfolk County, MA"	25021	Parkinson disease	G20	2021	2021	85+ years	85+	Male	M	17
	"Norfolk County, MA"	25021	Parkinson disease	G20	2022	2022	65-74 years	65-74	Male	M	11
	"Norfolk County, MA"	25021	Parkinson disease	G20	2022	2022	75-84 years	75-84	Female	F	11
	"Norfolk County, MA"	25021	Parkinson disease	G20	2022	2022	75-84 years	75-84	Male	M	22
	"Norfolk County, MA"	25021	Parkinson disease	G20	2022	2022	85+ years	85+	Female	F	26
	"Norfolk County, MA"	25021	Parkinson disease	G20	2022	2022	85+ years	85+	Male	M	18
	"Norfolk County, MA"	25021	Parkinson disease	G20	2023	2023	75-84 years	75-84	Female	F	16
	"Norfolk County, MA"	25021	Parkinson disease	G20	2023	2023	75-84 years	75-84	Male	M	18
	"Norfolk County, MA"	25021	Parkinson disease	G20	2023	2023	85+ years	85+	Female	F	14
	"Norfolk County, MA"	25021	Parkinson disease	G20	2023	2023	85+ years	85+	Male	M	27
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2021	2021	75-84 years	75-84	Female	F	34
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2021	2021	75-84 years	75-84	Male	M	16
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2021	2021	85+ years	85+	Female	F	79
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2021	2021	85+ years	85+	Male	M	31
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2022	2022	75-84 years	75-84	Female	F	31
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2022	2022	75-84 years	75-84	Male	M	16
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2022	2022	85+ years	85+	Female	F	105
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2022	2022	85+ years	85+	Male	M	31
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2023	2023	75-84 years	75-84	Female	F	45
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2023	2023	75-84 years	75-84	Male	M	22
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2023	2023	85+ years	85+	Female	F	85
	"Norfolk County, MA"	25021	"Alzheimer disease, unspecified"	G30.9	2023	2023	85+ years	85+	Male	M	37
	"Norfolk County, MA"	25021	Other specified degenerative diseases of nervous system	G31.8	2022	2022	75-84 years	75-84	Female	F	10
	"Norfolk County, MA"	25021	Other specified degenerative diseases of nervous system	G31.8	2022	2022	75-84 years	75-84	Male	M	10
	"Norfolk County, MA"	25021	Essential (primary) hypertension	I10	2021	2021	85+ years	85+	Female	F	21
	"Norfolk County, MA"	25021	Essential (primary) hypertension	I10	2021	2021	85+ years	85+	Male	M	11
	"Norfolk County, MA"	25021	Essential (primary) hypertension	I10	2022	2022	85+ years	85+	Female	F	25
	"Norfolk County, MA"	25021	Essential (primary) hypertension	I10	2023	2023	85+ years	85+	Female	F	11
	"Norfolk County, MA"	25021	Hypertensive heart disease with (congestive) heart failure	I11.0	2021	2021	85+ years	85+	Female	F	16
	"Norfolk County, MA"	25021	Hypertensive heart disease with (congestive) heart failure	I11.0	2021	2021	85+ years	85+	Male	M	10
	"Norfolk County, MA"	25021	Hypertensive heart disease with (congestive) heart failure	I11.0	2022	2022	85+ years	85+	Female	F	21
	"Norfolk County, MA"	25021	Hypertensive heart disease with (congestive) heart failure	I11.0	2023	2023	85+ years	85+	Female	F	15
	"Norfolk County, MA"	25021	Hypertensive heart disease without (congestive) heart failure	I11.9	2021	2021	85+ years	85+	Female	F	10
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	55-64 years	55-64	Male	M	17
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	65-74 years	65-74	Male	M	22
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	75-84 years	75-84	Female	F	12
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	75-84 years	75-84	Male	M	17
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	85+ years	85+	Female	F	23
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	85+ years	85+	Male	M	20
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	65-74 years	65-74	Female	F	12
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	65-74 years	65-74	Male	M	18
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	75-84 years	75-84	Female	F	11
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	75-84 years	75-84	Male	M	23
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	85+ years	85+	Female	F	23
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	85+ years	85+	Male	M	18
	"Norfolk County, MA"	25021	"Acute myocardial infarction, unspecified"	I21.9	2023	2023	55-64 years	55-64	Male	M	13
